id,display_name_en,description_text_en,description_rights_author,description_rights_license,description_rights_source_name,description_rights_source_url,image_full_size_url,image_thumbnail_url,image_full_size_rel_path,image_thumbnail_rel_path,image_rights_author,image_rights_license,image_rights_source_name,image_rights_source_url,status,last modified,original file URL,AATID,EFTID
CC00102,a-line,,,,,,,,,,,,,,incomplete,,,,
CC00185,above knee,,,,,,,,,,,,,,incomplete,,,,
CC00163,accordion pleats,"Wide, sharply pressed pleats, arranged in a row, evenly spaced and all turned in the same direction. For narrow pleats of a similar nature, use ""knife pleats.""",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300228360,
CC00195,acetate,,,,,,,,,,,,,,incomplete,,,,
CC00196,acrylic,Synthetic fiber in which the fiber forming substance is composed of at least 85% acrylic resin.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300386559,
CC00151,angled waistline,,,,,,,,,,,,,,incomplete,,,,
CC00197,angora,"The long, fine hair from any breed of Angora rabbit. The white French rabbit is favored for its high-quality, soft hair. Angora dyes readily, but is difficult to spin because of its fine texture and it does not felt like common rabbit hair. It is usually mixed with sheep wool or other fibers for weaving.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300386672,
CC00186,ankle length,,,,,,,,,,,,,,incomplete,,,,
CC00074,applique,"Technique of forming a design by applying cut out pieces of a material to a ground material; generally associated with needleworking, but also used in ceramics, leatherworking, woodworking, and metalworking.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300053646,
CC00028,ascot,Neckcloths with broad ends usually looped and tied under the chin and sometimes secured by a stickpin.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=ascot&logic=AND&note=&english=N&prev_page=1&subjectid=300210052,https://dressdiscover.org/img/worksheet/full_size/429px-Ascot.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Ascot.jpg,full_size/429px-Ascot.jpg,thumbnail/429px-Ascot.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Ascot.jpg,uploaded,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Ascot.jpg,300210052,
CC00152,asymmetrical,,,,,,,,,,,,,,incomplete,,,300056248,
CC00164,balloon skirt,,,,,,,,,,,,,,incomplete,,,,
CC00029,band (collar),"Flat, stand-up collars, starched, wired, or otherwise stiffened, especially those commonly worn by men and women in the 17th century.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=band&logic=AND&note=&english=N&prev_page=1&subjectid=300217242,https://dressdiscover.org/img/worksheet/full_size/429px-Band_%28collar%29.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Band_%28collar%29.jpg,full_size/429px-Band_%28collar%29.jpg,thumbnail/429px-Band_%28collar%29.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Band_(collar).jpg,uploaded,,,300217242,
CC00153,bare midriff,,,,,,,,,,,,,,incomplete,,,,
CC00198,basket weave,"Weaving technique with a simple criss-cross checkerboard pattern in which two or more filling yarns, or a single heavier yarn, pass over and under two or more warp yarns.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300400693,
CC00154,basque,,,,,,,,,,,,,,incomplete,,,,
CC00128,batwing,"A long sleeve with a deep armhole, tapering towards the wrist. Also known as a ""magyar"" sleeve.",Wikipedia contributors,Creative Commons Attribution-ShareAlike,Wikipedia,https://en.wikipedia.org/w/index.php?title=Sleeve&oldid=826178611,https://dressdiscover.org/img/worksheet/full_size/429px-Batwing_sleeve.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Batwing_sleeve.jpg,full_size/429px-Batwing_sleeve.jpg,thumbnail/429px-Batwing_sleeve.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File%3ABatwing_sleeve.jpg,uploaded,,,,
CC00075,beading,"Trimming, furnishing, adorning, or covering textiles or objects with beads, or creating jewelry by stringing beads.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300235440,
CC00049,beige,"A variable color generally light grayish-yellowish brown, originally referring to the color of unbleached wool. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/1280px-Royal_Winter_Fair_Wool.jpg,https://dressdiscover.org/img/worksheet/thumbnail/1280px-Royal_Winter_Fair_Wool.jpg,full_size/1280px-Royal_Winter_Fair_Wool.jpg,thumbnail/1280px-Royal_Winter_Fair_Wool.jpg,Wikimedia user Rob,Creative Commons Attribution 2.0 Generic,Wikipedia,https://commons.wikimedia.org/wiki/File:Royal_Winter_Fair_Wool.jpg,new,43471,https://upload.wikimedia.org/wikipedia/commons/4/4b/Royal_Winter_Fair_Wool.jpg,300266234,EFT10778
CC00129,bell skirt,,,,,,,,,,,,,,incomplete,,,,
CC00030,bertha,"Deep, capelike collars, often of lace or silk, worn about the shoulders by women.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300210054,
CC00103,bias-cut,,,,,,,,,,,,,,incomplete,,,,
CC00130,bishop sleeve,"A long sleeve, fuller at the bottom than the top, and gathered into a cuff",Wikipedia contributors,Creative Commons Attribution-ShareAlike,Wikipedia,https://en.wikipedia.org/w/index.php?title=Sleeve&oldid=826178611,https://dressdiscover.org/img/worksheet/full_size/Bishops_sleeve.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Bishops_sleeve.jpg,full_size/Bishops_sleeve.jpg,thumbnail/Bishops_sleeve.jpg,Wikimedia user Henna,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Bishops_sleeve.jpg#metadata,uploaded,,,,
CC00050,black,"UCL (Universal Color Language) standard color name identifying a range of blackish colors. More specifically, black is an achromatic color of maximum darkness, referring to objects having little or no hue owing to the absorption of almost all light in the visible spectrum. In the context of pigments, black is theoretically the mixture of all colors. In the context of colors of light, black is the absence of light. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Color_icon_black.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_black.jpg,full_size/Color_icon_black.jpg,thumbnail/Color_icon_black.jpg,Wikimedia user Booyabazooka,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_black.png,new,43470,https://upload.wikimedia.org/wikipedia/commons/8/81/Color_icon_black.png,300130920,
CC00051,blue,"Hue name for one of the three primary additive colors; that portion of the spectrum lying between green and violet, with a wavelength of about 420 to 490 nanometers, which is the shortest wavelength range of the three primary colors. The term may refer to any of this group of colors that vary in lightness and saturation. An example of blue color in nature is that of a clear sky during the day. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Color_icon_blue.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_blue.jpg,full_size/Color_icon_blue.jpg,thumbnail/Color_icon_blue.jpg,Wikimedia user Booyabazooka,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_blue.svg,new,43470,https://upload.wikimedia.org/wikipedia/commons/b/bd/Color_icon_blue.svg,300129361,
CC00014,boat neck,,,,,,https://dressdiscover.org/img/worksheet/full_size/429px-Boat_neck.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Boat_neck.jpg,full_size/429px-Boat_neck.jpg,thumbnail/429px-Boat_neck.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Boat_neck.jpg,uploaded,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Boat_neck.jpg,,
CC00155,bolero,"Waist-length or shorter jackets, with or without sleeves, usually collarless, and worn open in the front; originally worn by men in Spain.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300209876,
CC00199,boning,,,,,,,,,,,,,,incomplete,,,,
CC00031,bow,"Applied clothing accessories that may be made of rope, ribbon or fabric. These consist of knots with two loops and two ends, fixed into decorative elements attached to clothing or other objects.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300411698,
CC00165,box-pleated,"Wide double pleats, with the material folded under at each side. For wide double pleats having the flat fold turned in rather than out, use ""inverted pleats.""",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=pleat&logic=AND&note=&english=N&prev_page=1&subjectid=300228368,https://dressdiscover.org/img/worksheet/full_size/800px-Box_pleats_1.jpg,https://dressdiscover.org/img/worksheet/thumbnail/800px-Box_pleats_1.jpg,full_size/800px-Box_pleats_1.jpg,thumbnail/800px-Box_pleats_1.jpg,maco *nix on Flickr,Creative Commons Attribution-Share Alike,Wikipedia,https://commons.wikimedia.org/wiki/File:Box_pleats_1.jpg,uploaded,,,,
CC00076,braiding,"Flat over-and-under oblique interlacing using the undifferentiated elements of a single set of strands, characterized by the oblique crossings of the elements and their common directional trend.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300053638,
CC00200,brocade,"Textile produced by brocading, typically richly figured and incorporating metal thread. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=brocade&logic=AND&note=&english=N&prev_page=1&subjectid=300227779,"https://dressdiscover.org/img/worksheet/full_size/431px-Dress_or_Furnishing_Fabric_Italy_or_France,_Textile._Silk_brocade_30_1-2_x_21_3-4__LACMA_M.81.69.6.jpg","https://dressdiscover.org/img/worksheet/thumbnail/431px-Dress_or_Furnishing_Fabric_Italy_or_France,_Textile._Silk_brocade_30_1-2_x_21_3-4__LACMA_M.81.69.6.jpg","full_size/431px-Dress_or_Furnishing_Fabric_Italy_or_France,_Textile._Silk_brocade_30_1-2_x_21_3-4__LACMA_M.81.69.6.jpg","thumbnail/431px-Dress_or_Furnishing_Fabric_Italy_or_France,_Textile._Silk_brocade_30_1-2_x_21_3-4__LACMA_M.81.69.6.jpg",LACMA,Public domain,Wikipedia,"https://commons.wikimedia.org/wiki/File:Dress_or_Furnishing_Fabric_Italy_or_France,_Textile._Silk_brocade_30_1-2_x_21_3-4%27_LACMA_M.81.69.6.jpg",uploaded,,,300227779,
CC00052,brown,"Hue name for any dull reddish-yellowish or orangish color of low brightness and saturation, resembling the color of wood or earth. Brown is a low luminance color that is typically produced by adding black or their complementary colors to red, orange, or yellow paint. It is considered an earth tone and has an unlimited numbers of shades. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Color_icon_brown.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Color_icon_brown.jpg,full_size/Color_icon_brown.jpg,thumbnail/Color_icon_brown.jpg,Wikimedia user Booyabazooka,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Color_icon_brown.png,new,43470,https://upload.wikimedia.org/wikipedia/commons/3/32/Color_icon_brown.png,300127490,
CC00001,buckle,Devices used for fastening consisting of a usually open rectangular or rounded frame and a tongue or catch attached to one side or a vertical bar attached across the center. Sometimes used alone as an ornament.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Buckle.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Buckle.jpg,full_size/Buckle.jpg,thumbnail/Buckle.jpg,David Ring,Public domain,Wikipedia / Europeana Fashion Thesaurus,https://commons.wikimedia.org/wiki/File:Buckle.jpg,uploaded,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Buckle.jpg,300239260,
CC00053,burgundy,,,,,,,,,,,,,,incomplete,,,,
CC00077,burn-out,,,,,,,,,,,,,,incomplete,,,,
CC00104,bustle,Frames of varied construction worn at or below the waist in the back to distend the garment backward at the hips.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=&logic=AND&note=&subjectid=300210580,https://dressdiscover.org/img/worksheet/full_size/429px-Bustle.jpg,https://dressdiscover.org/img/worksheet/thumbnail/429px-Bustle.jpg,full_size/429px-Bustle.jpg,thumbnail/429px-Bustle.jpg,David Ring,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Bustle.jpg,uploaded,,,300210580,
CC00251,bustle skirt,,,,,,,,,,,,,,incomplete,,,#N/A,
CC00002,buttons,"Disks, balls, or devices of other shape having holes or a shank by which they are sewn or secured to an article and that are used as fasteners by passing through a buttonhole or loop or a trimming.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Button.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Button.jpg,full_size/Button.jpg,thumbnail/Button.jpg,Marco Bernardini,Creative Commons Attribution-Share Alike 3.0 Unported,Wikipedia,https://commons.wikimedia.org/wiki/File:Three_holes_buttons.jpg,uploaded,,https://upload.wikimedia.org/wikipedia/commons/4/49/Three_holes_buttons.jpg,300239261,
CC00201,camel hair,"Fine body hair, or camel wool, used as a textile fiber.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300011816,
CC00144,cap sleeve,,,,,,,,,,,,,,incomplete,,,,
CC00202,cashmere,"Yarn or fabric made from the fine, soft, light wool from the undercoat of the Kashmir goat.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Dyed_100%_Cashmere_Wool.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Dyed_100%_Cashmere_Wool.jpg,full_size/Dyed_100%_Cashmere_Wool.jpg,thumbnail/Dyed_100%_Cashmere_Wool.jpg,Wikipedia User Adrianrowe,Creative Commons Attribution-Share Alike 4.0 International,Wikipedia,https://commons.wikimedia.org/wiki/File:Dyed_100%25_Cashmere_Wool.jpg,new,43471,https://upload.wikimedia.org/wikipedia/commons/6/65/Dyed_100%25_Cashmere_Wool.jpg,300403905,
CC00032,Chelsea collar,,,,,,,,,,,,,,incomplete,,,,
CC00252,chemise dress,"Dresses which hang straight from the shoulders, sometimes tapering slightly at hips.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300214100,
CC00203,chiffon,"Sheer, lightweight plain-woven textile of fine, tightly-twisted yarn, originally of silk now also of various synthetic fibers, used, for example, for scarves, dresses, blouses, underwear, and veils. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=chiffon&logic=AND&note=&english=N&prev_page=1&subjectid=300249449,https://dressdiscover.org/img/worksheet/full_size/First_Lady_Betty_Ford_s_green_chiffon_gown_with_cape.jpg,https://dressdiscover.org/img/worksheet/thumbnail/First_Lady_Betty_Ford_s_green_chiffon_gown_with_cape.jpg,full_size/First_Lady_Betty_Ford_s_green_chiffon_gown_with_cape.jpg,thumbnail/First_Lady_Betty_Ford_s_green_chiffon_gown_with_cape.jpg,Gerald R. Ford Presidential Library and Museum,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:First_Lady_Betty_Ford%27s_green_chiffon_gown_with_cape.jpg,new,43472,https://upload.wikimedia.org/wikipedia/commons/5/50/First_Lady_Betty_Ford%27s_green_chiffon_gown_with_cape.jpg,300249449,
CC00166,circle skirt,,,,,,,,,,,,,,incomplete,,,,
CC00323,coatdress,Tailored dresses styled like a coat and generally worn without an outer garment.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,,
CC00033,convertible collar,,,,,,,,,,,,,,incomplete,,,,
CC00054,coral,Hard material consisting of calcium carbonate derived from the skeletal deposits of certain marine animals.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300011800,
CC00204,corduroy,"Weft pile weave with cut pile ribbed in the direction of the warp, usually made of cotton.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Corduroy.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Corduroy.jpg,full_size/Corduroy.jpg,thumbnail/Corduroy.jpg,Wikipedia user Ludek,Creative Commons Attribution-Share Alike,Wikipedia,https://commons.wikimedia.org/wiki/File:Mansestr.jpg,uploaded,,https://upload.wikimedia.org/wikipedia/commons/4/48/Mansestr.jpg,300014080,
CC00205,cotton,Textile made from cotton fiber.,The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Cotton____03.JPG,https://dressdiscover.org/img/worksheet/thumbnail/Cotton____03.jpg,full_size/Cotton____03.JPG,thumbnail/Cotton____03.jpg,Wikipedia user കാക്കര,Creative Commons Attribution-Share Alike 3.0 Unported,Wikipedia,https://commons.wikimedia.org/wiki/File:Cotton_-_%E0%B4%AA%E0%B4%B0%E0%B5%81%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B4%BF_03.JPG,new,43472,https://upload.wikimedia.org/wikipedia/commons/2/28/Cotton_-_%E0%B4%AA%E0%B4%B0%E0%B5%81%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B4%BF_03.JPG,300014067,
CC00034,cowl neck,,,,,,,,,,,,,,incomplete,,,,
CC00055,cream,"Refers to a warm off-white color of various shades, reminiscent of the color of cream, which is the whitish-yellowish fatty thick material in milk that floats to the top.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300266242,
CC00206,crepe,"Lightweight textile made of various types of fiber, having a crinkled surface obtained by using hard twisted thread or yarn, by printing with caustic soda, by weaving with varied tensions, or by embossing. (AAT)",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/vow/AATFullDisplay?find=crepe&logic=AND&note=&english=N&prev_page=1&subjectid=300183741,,,,,,,,,incomplete,,,300183741,
CC00015,crew,,,,,,https://dressdiscover.org/img/worksheet/full_size/Blue_Tshirt.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Blue_Tshirt.jpg,full_size/Blue_Tshirt.jpg,thumbnail/Blue_Tshirt.jpg,Wikimedia user Camisetas,Creative Commons Attribution-Share Alike,Wikipedia,https://commons.wikimedia.org/wiki/File:Blue_Tshirt.jpg,uploaded,,https://upload.wikimedia.org/wikipedia/commons/2/24/Blue_Tshirt.jpg,,
CC00324,crinoline (silhouette),,,,,,,,,,,,,,incomplete,,,300210554,
CC00207,crochet,"Needlework created by crocheting, which employs looped stitches made with a single cord or strand of yarn and a single hooked needle.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Crochet__PSF_.png,https://dressdiscover.org/img/worksheet/thumbnail/Crochet__PSF_.jpg,full_size/Crochet__PSF_.png,thumbnail/Crochet__PSF_.jpg,Pearson Scott Foresman,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Crochet_(PSF).png,new,43472,https://upload.wikimedia.org/wikipedia/commons/8/89/Crochet_%28PSF%29.png,300264038,
CC00078,crocheting,"Textile construction involving the interlocking of looped stitches, employing a single cord or strand of yarn and a single hooked needle.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300053632,
CC00156,curved,"Shapes that are bent or formed into a curve, which is a line deviating from the straight or plane form continuously, without angles.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,,,,,,,,,incomplete,,,300010305,
CC00208,damask,"Woven figured textile with one warp and one weft in which the pattern is formed by a contrast of binding systems, and appears on the face and the back in reverse positions.",The J. Paul Getty Trust,Open Data Commons Attribution License,Art and Architecture Thesaurus (AAT),http://www.getty.edu/research/tools/vocabularies/aat/,https://dressdiscover.org/img/worksheet/full_size/Donsu_damask__cropped_.jpg,https://dressdiscover.org/img/worksheet/thumbnail/Donsu_damask__cropped_.jpg,full_size/Donsu_damask__cropped_.jpg,thumbnail/Donsu_damask__cropped_.jpg,Metropolitan Museum of Art,Public domain,Wikipedia,https://commons.wikimedia.org/wiki/File:Fragment_of_damask_with_marriage_emblems_MET_DP152960.jpg,new,43470,https://upload.wikimedia.org/wikipedia/commons/7/77/Fragment_of_damask_with_marriage_emblems_MET_DP152960.jpg,300163295,
